,name,nb_reviews,location,rating,header,content,date,responded,response_date,response,company
7,Ibrahim,1,NL,5,Good services,Good services,2021-02-10 18:31:31+00:00,0,,-,cheaptickets.nl
8,Kirsten Arnauts,3,US,1,No communication AT ALL,"Since the pandemic hit, I received one single email telling me my flight got cancelled and asking if I wanted a voucher or a refund. When asking for more information, I haven't heard from them since...this is March 2020. We are January 2021. In the 21st century. Luckily I decided to contact the airline directly and arranged for a flight credit, which I can use directly with them. So one piece of advice: if you don't want to lose your money, don't ask for a refund because the airline will refund and it will end up in Cheap Ticket's bottomless pit and you'll never see it again...",2021-01-26 08:48:04+00:00,0,,-,cheaptickets.nl
9,Frauw,1,TN,5,Goeie website geen klagen over vind…,Goeie website geen klagen over vind direct wat je zoekt,2021-01-21 23:50:22+00:00,0,,-,cheaptickets.nl
10,Lange Dunne,1,NL,1,Maybe a rebrand to CheapTricks will fit their motto.,"Cheaptickets is a good site to link you to a flight. Payment is easy and an e-ticket for your flight is shared with a link (sometimes just before a flight). As soon as something goes wrong, cheaptickets is not at home. In my case, the airline had decided to delay the flight for 2 days. Cheaptickets canceled the flight 2 months in advanced. This was with a money back guarantee. Since then I have lost 800, - euros, and I am hold off with whining e-mails and a promises to arrange this one day. This has been going on for a year now. Yed ONE WHOLE YEAR! The worst and most disturbing part is that the airline has indicated that they already refunded to cheaptickets. It's a shame, a scandal, and a scam! Don't expect service and don't expect your money back. Never cancel your ticket than your hard earnings will be lost. Maybe a rebrand to CheapTricks will fit their motto.",2021-01-19 07:46:30+00:00,0,,-,cheaptickets.nl
11,Bernie Borghetti,4,GB,1,SCAM! Avoid all Travis websites at all costs.,"I hope my story will prevent others to go through the same frustrating situation as me.

After 9 months trying to get a refund from a flight that got cancelled (booking: BUK-16041055) , I'm starting to think this is just an online SCAM not a agency.

No real answers. Just automated replies and excuses.

None of my questions answered.

To Travix: All the reviews I posted for every Travis ""cheap flights"" websites are there to raise awareness, so hopefully people don't get scammed. Once Travix prove me wrong and give my money back, I will then remove those reviews.",2021-01-16 13:19:03+00:00,0,,-,cheaptickets.nl
12,Jennifer Tentativa,2,NL,1,STILL NO REFUND,My flight was cancelled on April 9th 2020 and I still haven't received a refund!! Extremely bad customer service with no update on refund status!! I WANT MY MONEY BACK!!,2021-01-14 21:34:07+00:00,0,,-,cheaptickets.nl
13,Elisabeth Johanna Bennenbroek,7,ES,5,Good process,"The booking , checking has been good. Good to do even on an IPhone 6",2021-01-11 15:14:25+00:00,0,,-,cheaptickets.nl
14,Dawn Comte,3,FR,1,TOTAL SCANDAL,"TOTAL SCANDAL

In March 2020 our flight to Panama (reservation No BRF-1115218) was cancelled due to the Coronavirus pandemic. Ever since I have been trying to either replace the KLM tickets or get my 1’500 Euros back. As yet I haven’t even been able to speak to anyone nor get a reply to any of my calls, emails or FB messages...only automatic messages of NO HELP whatsoever! A REAL SCANDAL",2021-01-09 11:35:49+00:00,0,,-,cheaptickets.nl
15,Rada,1,NL,5,Always good service,Always good service,2021-01-06 18:06:08+00:00,0,,-,cheaptickets.nl
16,albertus van eeden,1,ZA,1,Only automated responses from Cheaptickets,"Neet to do a legal name correction on an airplane ticket. Only CheapTickets can do so but they not respond to any form of communication. Lufthansa and Swiss air refuse to help since we booked through an agent CheapTickets. We tried all avenues and are desperate for a solution. Legally they have to amend the name on the ticket due to a legal name change. However, with CheapTickets not responding and the airlines passing the buck we will not be able to fly. We will have legal recourse for all our financial losses but it still means that we could not fly. And given the reason for our flight, not flying is not acceptable.",2020-12-14 05:55:12+00:00,0,,-,cheaptickets.nl
17,Mr. van Doorn,1,NL,5,Fast and reliable services.,Fast and reliable services.,2020-12-07 11:41:52+00:00,0,,-,cheaptickets.nl
18,HAMID ULL AMIN,1,NL,5,Thanks tot cheap tickets I am…,Thanks tot cheap tickets I am appreciate and thankful.,2020-11-28 17:18:15+00:00,0,,-,cheaptickets.nl
19,Mohamed,2,NL,5,Good Service,Good Service,2020-11-19 11:18:44+00:00,0,,-,cheaptickets.nl
20,Pat,1,ES,4,The web page is very good,"The web page is very good, it is clear and easy, and I have never had any problems.",2020-11-06 08:20:07+00:00,0,,-,cheaptickets.nl
21,Morteza,1,NL,5,De beste website om tickets te booken…,"De beste website om tickets te booken en beste service, super vriendelijk en efficiënt.",2020-11-04 15:16:43+00:00,0,,-,cheaptickets.nl
22,Diego Alberto,1,NL,4,It seems to me to earlier to make a…,"It seems to me to earlier to make a review on it because i just buy the ticket. 
Lets see how it goes afther at the airport and at least ask me when i arrived at the first destiny or something like .",2020-11-03 17:38:59+00:00,0,,-,cheaptickets.nl
23,Erik Online,1,NL,1,AVOID THIS COMPANY,AVOID THIS COMPANY ! BOOK ELSEWHERE BUT NEVER HERE ! THEY ARE LIARS ! THEY STILL DON'T REFUND AFTER 7 MONTHS EVEN THOUGH THEY GOT THE MONEY FROM THE AIRLINE COMPANY ! THEY HAVE NO CUSTOMER SERVICE YOU CAN CALL ! YOU EVEN CAN NOT MAIL THEM ! ONLY TALK TO BOTS. AVOID THIS COMPANY AT ANY TIME !,2020-10-27 07:29:59+00:00,0,,-,cheaptickets.nl
24,Omar Ichtay,1,NL,1,You can't trust them,"I had a bad experience with them, they are totally not professional, i did book 8 tickets and i did paid already and then after that i received an email it says that there is miscommunications between them and the airline company so they canceled my ticket, it cost me €700 extra because the flight was almost full and the price went up, and of course No buddy cares and they didn't take any responsibility.",2020-10-24 14:52:17+00:00,0,,-,cheaptickets.nl
25,abdalla,1,NL,5,Good,Good service,2020-10-24 11:40:03+00:00,0,,-,cheaptickets.nl
26,Arwin iabichino,1,NL,5,Perfect prices,Perfect prices,2020-10-11 01:52:58+00:00,0,,-,cheaptickets.nl
27,Kaare,3,DK,1,Do NOT use cheaptickets.nl,"Do NOT use cheaptickets.nl

My flight was cancelled. The airliner refunded the ticket price to cheap tickets. I however have not received the refund from cheap tickets...",2020-10-06 12:52:35+00:00,0,,-,cheaptickets.nl
28,Kostiantyn,1,NL,5,Good service,Good service,2020-10-03 08:00:37+00:00,0,,-,cheaptickets.nl
29,Guled,1,IT,3,still am no get bodi pass,still am no get bodi pass,2020-09-29 10:26:32+00:00,0,,-,cheaptickets.nl
30,Mohamad Wafa,1,NL,4,Thanks,"Thanks alot
For your service",2020-09-26 21:47:31+00:00,0,,-,cheaptickets.nl
31,Andrew  Bush,5,NL,4,Normally I would have given a 5 star…,Normally I would have given a 5 star but had to wait 5 months to get my refund.  Most of the time I got automated emails. Also at the time the telephone number disappeared making it more difficult to get in contact with them. Let's hope things improve,2020-09-24 13:40:03+00:00,0,,-,cheaptickets.nl
32,Kleuzi,5,NL,1,Don't use this service,"Don't use this service. They have totally disconnected themselves from their customers. My wife was stranded in Seattle as there was a ticketing change. When we got to the airport the new airlines said they had no record of her first connectin flight only her 2nd and 3rd. We tried the main airlines that the trip was managed by but they couldn't help us because CheapTickets.nl was the only ones that could. They were able to see that the change in flights resulted in no ticket booked for the first leg but all other flights were fine. After standing there trying to call and using the online message service we couldn't reach anyone. The airline check-in agent said the counter was closing so he couldn't get her on the flight any longer. At that point, an agent from CheapTicket.nl finally answered our message and said he had a booking but it was already too late. So the only other option was to buy a ticket for the next flight out so she could get her connecting flight. We have sent emails, messages and tried to reach their 0900 number but everything is locked down. There is no one answering our messages. So I advise DO NOT BOOK YOUR TICKETS WITH CHEAPTICKET.NL AS YOU MAY GET STRANDED AND HAVE NO ONE TO CONTACT!",2020-09-21 10:12:29+00:00,0,,-,cheaptickets.nl
33,LittleMissSunshine,1,NL,1,Scammers: no refund and no contact available,Bought tickets to AMS to Bangkok and Ho Chi Minh to AMS for late March and then corona hit. There was one reply about rebooking but it was dead silent since then! So what? They just take my €1500 euros for free? Seriously pissed that there is no contact available!,2020-09-17 13:44:46+00:00,0,,-,cheaptickets.nl
34,Hans Piena,1,NL,1,CheapTickets of Cheat Tickets?,"I bought two plane tickets with CheapTickets
Trip: Amsterdam-Paphos (Cyprus) 
Flight number: HV 5517
Travel date: 10 July 2020
Travel time: 16:20-21:25
Airline: Transavia
Reservation number: UFI8NK
1. The flight was cancelled. 
2. We were not notified in any way and found out about the cancellation on the airport. 
3. We did not get a refund. 

Please CheapTickets, give us the money back or else change your name in Cheat Tickets",2020-09-16 10:26:41+00:00,0,,-,cheaptickets.nl
35,mohamed,3,NL,1,never again I lost/opgelicht   1500 euros,The worst place literally to buy a ticket they will do nothing they are terrible people they never help you and when you want to Contact them they are never available never buy a ticket. Het is de meest slechte meest waardeloze mensen ze zijn niet bereikbaar ze helpen je met niks en boven alles ze zijn de. Duurste op de markt.,2020-09-15 07:26:11+00:00,0,,-,cheaptickets.nl
36,Polly Smith,3,GB,1,Don’t touch this company even if your…,"Don’t touch this company even if your life depended on it!!

I had flight booked to Iceland through one of their companies, Budgetair, on 14th February which were cancelled due to bad weather. Firstly they didn’t inform us the flight has been cancelled we heard from a friend who was also travelling and wisely booked directly with Icelandair.

So there begins the debarcle of trying to get our money back. When they did deposit d to emails it was that they were waiting for Icelandair to refund to them before refund To me. Then they blamed the Covid crisis when my flights were cancelled before the pandemic took full hold.

Finally I contacted Icelandair direct and they told me they had refund my money to Fudgeitair in June/July 

I contacted Couldn’tcareair and they said they refunded me on 9th July... but it takes a while to come through the bank ... surely not 6 weeks though 

No sign of any repayment and no response to my emails as usual

I genuinely think this company hope that if they ignore you you will get fed up and go away and they can keep your money!!

Update on previous review.... still no refund! Asked for bank details as original payment method failed... excuse after excuse 😡😡",2020-09-04 09:58:55+00:00,0,,-,cheaptickets.nl
37,Estevan Figliolia Fernandes,3,US,1,A few months ago I had bought a ticket…,"A few months ago I had bought a ticket to Brazil, to visit my parents.

I received an email about the cancellation of my flight where they said that there is nothing to do, except wait up to 1 month for my money to be returned.

But I don’t have a month, the money from the trip has already been used on the ticket and now I’ll have to wait for luck to return the money to me?

They say not to get in touch, but if the customer is being harmed how should it be handled?

I will never buy from this site again, I am still afraid of having lost my money.

Stay away from this company.",2020-08-30 18:13:24+00:00,0,,-,cheaptickets.nl
38,Radboud Godron,2,NL,1,"No service, only collecting money","Still trying to change flight or get voucher. My flight was to Bali, but Bali closed borders for foreign tourists till end of the year due to COVID-19. After 20 or so e-mails cheaptickets told me they would ask the airline AirAsia. This message came on Friday 14th August but my flight was on Monday August 17th. Now 2 weeks later still no answer from CheapTickets. This is unacceptable and they should be ashamed. I recommend NOT to book with CheapTickets but use a better service minded online platform.",2020-08-30 14:33:06+00:00,0,,-,cheaptickets.nl
39,Jonathan,1,NL,5,Great website,Always good prices and clear overview,2020-08-24 06:52:43+00:00,0,,-,cheaptickets.nl
40,Huseyin Caliskan,2,NL,2,Poor customer service,"The website is great but on the other end is the customer service poorly done.

My flight ticket didn't have the right name, so I tried to approach the customer service of CheapTickets. Unfortunately is the lines closed and the chatbot is not helpful at all.",2020-08-17 13:43:20+00:00,0,,-,cheaptickets.nl
41,Kevin sha,1,DE,1,Thiefs,"Never Order From them anymore. When the Covid-19 started out they immediatly took away their phone-lines. Which customers could not call their office. Been mailing them for 2 months. No response nothing. Mailed them for the last 2 weeks as well that I got confirmation from the airline (where they booked it for me) for a full refund. Never replied back as well. They are just confiscating your money the moment you buy their tickets. Even bought their flight insurance that i something happens i get my mone back. Not at all. ONE BIG LIE. 
DO NO PURCHASE FROM THEM.

I REPEAT DO NOT PURCHASE SOMETHING FROM THEM.",2020-08-13 08:26:04+00:00,0,,-,cheaptickets.nl
42,Laura,1,NL,1,Waiting over 4 months to recieve refund…,"Waiting over 4 months to recieve refund  on tickets. No reponse from any customer service for weeks. Terrible service provider and scamming customers for their money. They only send out automatic emails to wait but never actually get back to you. 

Dont waste your money. Book somewhere else!",2020-08-02 12:47:51+00:00,0,,-,cheaptickets.nl
43,Juan,1,ES,4,some things are not well explained,"Easy and recommended, just need explained better some things.",2020-07-31 23:59:27+00:00,0,,-,cheaptickets.nl
44,Ridhima Jain,1,IN,1,Very Poor Customer Support,I am awaiting refund for my cancelled flight on IOT Polish for last three months..no Response from them except a automatic mail to wait..,2020-07-25 10:30:51+00:00,0,,-,cheaptickets.nl
45,Manja Schmidt,3,NL,1,I booked at cheapticket for my son and…,"I booked at cheapticket for my son and 2 friends 3 tickets (2 tickets with 20 kg extra luggage) when they arrived at Girona airport they were forced to pay again (RaynAir) for the luggage even the screen shot of cheapticket was not enough prove for them. Cheapticket could not be reached by phone/ live chat only a bot confirmed what I already knew that I booked for 2 times extra luggage 
A very disappointed customer 
Freek van de Grootevheen",2020-07-23 14:00:15+00:00,0,,-,cheaptickets.nl
46,Alex,1,NL,1,Worst service ever,"Worst service ever. I have been waiting for a refund for 4 months now. CheapTickets claims that airlines are refusing to pay or delay the refund, and that is why they cannot refund customers in time. At least in my case, this is absolutely false! My airline has confirmed to me (in 72h by the way) that they have processed the refund several weeks ago. The name wasn't lying, they are cheap. AVOID!",2020-07-22 19:58:43+00:00,0,,-,cheaptickets.nl
47,Ash M.,11,GB,1,Travix sites total rip off and under staffed to provide any service,"I used a Travix site, paid the premium on customer services etc.  My flights were cancelled March 18th 2020 for which I have chased every week.  Still no specific response on progressing any refund.  I had booked travel through another online site which was £10 more expensive, they have had a full team responding to queries and I got my money refunded within a month.  To date I have not had any level of service for which I had been charged nor a refund for the cancelled flights.  With the lack of staff it is unclear on any progress or pro-active chasing for  a refund.  I would not recommend Travix site and related side to anyone for the lack of delivery of services charged at the point of sale. Booking ref  BUK-15477269",2020-07-13 17:15:15+00:00,0,,-,cheaptickets.nl
48,Richard,1,NL,5,Its easy to find your flights on the…,Its easy to find your flights on the planned dates,2020-07-12 20:23:32+00:00,0,,-,cheaptickets.nl
49,Aimable Munyakayanza,1,US,1,Poor Customer Service,"My trip was cancelled due to corona virus but I had purchased insurance for my ticket. For more than 3 months I have been trying to get in touch with Cheaptickets.nl but none is available to help. There is no option to speak with a live person and emails get returned advising that they are too busy. When I try using the chat option, it says that there is no information regarding my refund. I need my money ASAP... Thanks
Aimable",2020-07-10 19:25:28+00:00,0,,-,cheaptickets.nl
50,J van Keulen,8,NL,1,Waiting for rebooking a ticket that was…,"Waiting for rebooking a ticket that was canceled due to COVID19. Alreay3 weeks no response. The only want to sell, absolutely NO support of any kind!",2020-07-10 10:37:26+00:00,0,,-,cheaptickets.nl
51,Suzanne van Keulen,5,NL,1,Absolute scammers!,"Absolute scammers!
Finnish airways restituted them a long time ago already for my cancelled flight to Japan. They lie and say they did not receive restitution from them. Though we have written proof.
They use the customers money to keep their liquidity up.",2020-07-02 15:51:39+00:00,0,,-,cheaptickets.nl
52,Iksan,2,NL,1,Customer service ingores email,"Customer service ingores email, which is their only contact channel. Despicable service! Would not recommend!",2020-07-02 14:52:29+00:00,0,,-,cheaptickets.nl
53,Kazimir,1,NL,1,COVID-19,"During the COVID-19, Cheaptickets.nl has acted borderline criminal. My flights were supposed to be in March, but naturally got cancelled. Getting into contact with Cheaptickets seemed impossible. Their website stated that only contact through e-mail was a possibility and their phone number was shut off. Now in June, I am still waiting for a single response from the agent. The airline that I would have taken told me that the money was already transferred back to Cheaptickets. It seems I am not alone in this. Each of their Facebook Posts now holds more than 400 complaints. My advice would be stay the hell away from Cheaptickets. They don't deserve your hard earned money.",2020-06-30 05:50:46+00:00,0,,-,cheaptickets.nl
54,John,1,NL,1,CANNOT REACH THEM!!!!! BLOODY SHAME!,... do not ever buy a ticket with this company. COMPANY CANNOT BE REACHED!!!!!!!!!!!!!!!!,2020-06-29 18:24:01+00:00,0,,-,cheaptickets.nl
55,carla,2,NL,1,HORRIBLE,"HORRIBLE! 
They cancel a leg of my flight ROME- BARI 2 weeks ago, and I never heard from them anymore. I sent millions of mails.
I leave on the 5th of july  with a minor , and I will be stranded in ROME with no solution.
I AM DESPERATE.",2020-06-27 16:59:24+00:00,0,,-,cheaptickets.nl
56,Alice,1,NL,1,Radio silence since corona.,"I have an open dispute with the airline for which I need to provide a ticket pricing information before the deadline. I have been emailing Cheaptickets since the first of April to get that information. No response. Now the deadline is 4 days away and if I don't provide that information I will lose 1200 EUR that I spent 9+ months fighting for. Thanks, CheapTickets. Will never be your customer again.",2020-06-26 08:00:14+00:00,0,,-,cheaptickets.nl
57,Brendan Thompson,9,GB,1,Now suing Travix,Booked flights through Travix Nederland B.V. Airline cancelled. Kept demanding refund. Travix never replied. Have now issued UK civil process. WHZF6W / BUK-16140945,2020-06-25 13:35:43+00:00,0,,-,cheaptickets.nl
58,Christina K,1,CH,1,Be careful when choosing this agency,"DO NOT RECOMMEND booking a ticket with this agency, completely unreliable!!! Due to a major flight schedule change by the airline (nothing to do with COVID), I requested a full refund of the ticket in early March 2020. Back then their customer service would still reply to phone calls. They confirmed that I was entitled to a full refund and sent me a confirmation statement that I would receive the refund within 5 days. Now, 3.5 months later I have not received my money back, they have disappeared, do not reply to emails or calls...I contacted the airline and the refund has left them, so Cheaptickets is just not processing it back to my bank account. I see that so many people have the same issue and from what I understand, the refunds are usually not withheld by the airlines but by Cheaptickets. If they have issues and need cash, how can they still sell tickets and create problems to more people?",2020-06-21 15:53:50+00:00,0,,-,cheaptickets.nl
59,Katrien DT,2,BE,1,Really disappointed by their service level,"Really disappointed by the way they follow up on my Covid-19 cancelled trip. 
We are 2,5months after my flight date and until today no reply on my mails. Moreover, I contacted the airline (Air France) and it seems Cheaptickets didn't even request the refund for my cancelled booking yet. 
I am a frequent traveller, my other trips all got handled in a friendly and reasonable way. Never again will I book something with them.",2020-06-15 16:32:51+00:00,0,,-,cheaptickets.nl
60,Nora,1,NL,1,NEVER EVER AGAIN!,"NEVER EVER AGAIN!

I have sent more than 10 emails and never heard back anything. The most unreliable agency ever!",2020-06-11 12:33:00+00:00,0,,-,cheaptickets.nl
61,Daniele N.,2,NL,1,BAD SERVICE,"My flight was cancelled more than 3 months ago, they had also the money back from the Airline Company but they answer my email only with automatic messages with written: We are still waiting for the money.

Then, when I wrote that I was thinking to inform the Juridisch Loket, they stopped to answer.

I sent 4 reminder, now I sent also a registered mail. Let's see.
Without any answer, I swear next week I will go to the Juridisch Loket.

update 11.06:
They told me AGAIN they didn't received the money from KOREAN AIRLINES, IT IS NOT TRUE!!! THEY SENT THE MONEY CON 29 OF APRIL!!! I'M GOING TO A LAWYER....

Update 12.06:
After hundreds of comments, emails, mails to their headquarter, finally they sent me the refund notice. Let's see if it will arrive.....

update 15.06:
FINALLY I received the money back, I can understand that this situation is a mess, but not the lies.",2020-06-08 16:00:08+00:00,0,,-,cheaptickets.nl
62,Suzanne Janse Van Nieuwenhuizen,2,NL,1,I canceled my flight with Luftansa…,"I canceled my flight with Luftansa prior to the corona lockdown in NL,Lufthansa sent me cancelation receipt indicating a refund instantly,but I have still not been refunded my money,it has now been 3 months since I canceled my ticket,I have left numerous complaints on the cheeltickets.nl site as well,but I only ever receive a genetic reply.This is totally unacceptable,I do not recomend the service at all.",2020-06-04 13:49:23+00:00,0,,-,cheaptickets.nl
63,Zafer Erdem,1,NL,1,extreamly bad,"extreamly bad, there is no way to get in touch with this agency at all, they don respond to messages or email",2020-05-26 10:43:29+00:00,0,,-,cheaptickets.nl
64,Tojeang,1,GB,1,My E ticket,Good evening. I bought my ticket yesterday morning to travel from Heathrow airport to a on the 24 May. I have made payment and still now I have not received my E ticket. I have done everything possible calling and sending emails no response. I am in a very difficult situation. How can they collect money in my account without sending me an E ticket. Please answer me as soon as possible. My ticket number is CHNL-17710339. Waiting from response.,2020-05-22 23:02:54+00:00,0,,-,cheaptickets.nl
65,Andrea Pasqualini,1,NL,1,I booked a flight with CheapTickets,I booked a flight with CheapTickets. The flight has been canceled and they send me to Eurowings.com. While Eurowings sends me to the on line operator where I booked the flight. CheapTickets does not answer my questions via email and there is no way to reach them by phone. A closed door.,2020-05-19 15:20:03+00:00,0,,-,cheaptickets.nl
66,A. Fonk,1,NL,1,bankrupt,"bankrupt ! Travix is the holding for Vayama & budgetair. 
It's not reliable. Don't book here. They won't respond",2020-05-13 19:02:49+00:00,0,,-,cheaptickets.nl
67,Lynn Lopez,1,NL,1,"Cancelled flights, but still not refund or Customer Support","My flight was cancelled and I should get a refund, but they are not communicating with me whatsoever.  When I call  customer service (after looking everywhere for a number) they say they are not taking call.  When I email they just send a note saying they will contact me prior to the cancellation date, which they did not.  And when trying to engage with them on social media they account is no longer accepting messages.  This is not how a business should be ran, they have been holding my flight refund for over 3 weeks and it's frustrating because I don't have anywhere to go to get a simple update.",2020-05-11 16:57:52+00:00,0,,-,cheaptickets.nl
68,Micchi 400,2,AT,1,Total Scam company.,"This company own several cheap airplane tickets websites including Flugladen.at.
Obviously I am one of those victims. 
I paid over 1000EUR. My flight got cancelled. They did not answer my phone nor e-mails ever and never.
And of course they did not refund me a penny.

Such a horrible company.",2020-05-03 16:30:29+00:00,0,,-,cheaptickets.nl
69,Angela Heis,3,NL,2,not efficient in times of crisis,"Ok, so these are exceptional times (corona), but the customer service leaves A LOT to be desired.  They haven't updated my flight as canceled, even though it's been canceled for weeks.  This means I can't take action to try to get my money back and/or change my flight.  I've emailed twice (even though the website says to only email once) and I'm still waiting for something other than an automated response. My first e-mail was a week ago. I called the airline directly, the telephone was promptly answered, the booking agent had plenty of time to have a relaxed conversation with me but unfortunately they can only make entirely new bookings at the airline since the original reservation was made through cheaptickets. I understand that times are chaotic, but it seems like with the reduction in new bookings, they'd have time leftover to handle the existing problems.",2020-04-14 12:04:12+00:00,0,,-,cheaptickets.nl
70,Timo Hutsebaut,18,ID,1,DON'T TRUST!!,"DON'T TRUST!!! They cancelled my booked flight. We were in the airport for nothing. No communication!!! They don't reply e-mails, calls... They don't pay back. They don't help. They don't refund. They don't follow European law. THE ONLY THING THAT WORKS IN THAT COMPANY IS THE ""PAY WITH MASTERCARD BUTTON""!!!!!!

CBE-4676360 Airline referentie: J8FYB3",2020-04-11 22:10:14+00:00,0,,-,cheaptickets.nl
71,Bq,7,NL,1,Can’t reach them on phone or email,"It’s funny when we as customers are looking for cheap flight tickets(i’m also guilty of it since im still a student). I booked my flight, but it’s cancelled cause of covid-19, i emailed them twice to reschedule my flight (since they pull out their phone service), its been 2 weeks now and i have not even got any respond back... how is it when in times when it’s good, the price you’re paying is good, but when something is going on like in this situation, companies like cheaptickets and other cheap travel agencies, shows their true colors of what a bad customer service they have, i should have known better for the price i was paying that in bad times their customer service is REALLY BAD. Ofcourse i know it is busy, but i’ve been waiting 2 weeks now, which is ridiculous. 
Next time i better pay a bit extra at the airline website i’m flying with.",2020-03-31 00:58:08+00:00,0,,-,cheaptickets.nl
72,Arnold,2,NL,1,Change / cancellation,I've tried to contact cheaptickets for the last week about a change / cancellation of a ticket but the lines are closed and email remain unanswered.,2020-03-24 10:13:05+00:00,0,,-,cheaptickets.nl
73,jai lightning ninja,1,NL,1,No customer service,"No customer service, wrong information, too high administration cost and also paying for premium service which has value of zero",2020-03-24 08:13:36+00:00,0,,-,cheaptickets.nl
74,Julian,1,NL,5,Easy .Quick and relatively cheap,Easy .Quick and relatively cheap,2020-03-18 16:36:47+00:00,0,,-,cheaptickets.nl
75,Beverley Mansfield Beesley,1,NL,1,DISGRACEFUL SERVICE....QUICK ENOUGH TO…,DISGRACEFUL SERVICE....QUICK ENOUGH TO TAKE BOOKINGS MONEY....BUT WONT ANSWER E.MAILS TO CHANGE BOOKING DUE TO CORONA VIRUS ....... 3 DAYS OF E.MAILS UNANSWERED...NO PHONE SERVICE .....WILL PROBABLY LOSE ALL MY MONEY ....DUE TO FLY TOMORROW ....WIILL NEER USE THEM AGAIN,2020-03-17 00:57:59+00:00,0,,-,cheaptickets.nl
76,Cesar,16,DE,1,No answers per phone,"No answers per phone, neither Facebook nor emails... The company shows its real face in difficult situations and they are showing 0 customer support/respect. Don't buy again with them.",2020-03-15 19:51:25+00:00,0,,-,cheaptickets.nl
77,Sammy Rchtr,2,DE,1,Worst experience ever!,"Good services can only be found in tough situation. And you guys are the worst. 
We totally understand the current situation, but you are leaving us alone. We are in New York City and trying to get back home! You are not available at all. I already wrote 2 mails, left 3 Facebook messages and 2 Facebook posts! Of course I also tried to
call you but you shut down your hotline!

What the heck are we supposed to do?!",2020-03-15 01:48:28+00:00,0,,-,cheaptickets.nl
78,Lau Clare,1,HK,1,Urgent!!! seeking for help(CK-5235418 and CK-5172844),"Hello, my booking is CK-5235418 and CK-5172844. The airline announced that to suspend all the flight . I have made contact with the customer service (email/phone line/ fb messenger) , all are non-responsive. I want to know how and when can I get the refund. Many people in Hong Kong and Singapore have the same situation, could anyone in other office help us?",2020-03-11 04:01:30+00:00,0,,-,cheaptickets.nl
79,102190,1,NL,4,Easy to use,Easy to use. A lot of details. I like it,2020-03-09 17:29:57+00:00,0,,-,cheaptickets.nl
80,Ngoc,1,NL,1,Cancellation and customer service,"I want to call to cancel my tickets. I had called continuously for 2 days, but still not able to connect.",2020-03-07 09:07:24+00:00,1,2020-03-07 12:49:22.356000+00:00,"Dear Ngoc, I am sorry to read you could not reach us by phone. Due to the Corona situation there is a High volume of passengers we need to help. As you can imagine that the waiting times are longer than usual. We do as much as we can to help our customers as soon as possible. The fastest way at this moment is probably Facebook. I can recommend you to send us a private message via Facebook and mention your booking number, so we can help you further. Thank you in advance for your understanding.​With best regards,​MoniekCustomer Support Cheaptickets.nl",cheaptickets.nl
81,Hidde.S,2,NL,1,Misleading extras,"Misleading extras, cancellation extras.",2020-03-01 11:39:28+00:00,1,2020-03-02 16:15:35.713000+00:00,"Dear Hidde,I am sorry to hear that you are not happy with the extra services we offer while making a booking on our website. We try to keep every customer on our website satisfied, this is not always possible.Kind regards,CheapTickets Customer ServiceJo-Anne[https",cheaptickets.nl
82,Yagmur,1,NL,5,It was easy to buy tickets.,It was easy to buy tickets.,2020-02-28 14:43:19+00:00,0,,-,cheaptickets.nl
83,Anahit,1,NL,5,"Glad to meet your site,Thanks ahead!","Glad to meet your site,Thanks ahead!",2020-02-27 18:42:01+00:00,0,,-,cheaptickets.nl
84,Femke Van Ederen,2,NL,4,Duidelijk,"Duidelijk, and get's the job done",2020-02-27 00:22:11+00:00,0,,-,cheaptickets.nl
85,Beginner,2,NL,4,prima in orde,Super snel en alles helder qua communicatie,2020-02-23 08:29:37+00:00,0,,-,cheaptickets.nl
86,Arend Leonard,1,NL,5,Tip top en easy,Tip top en easy,2020-02-21 23:25:02+00:00,0,,-,cheaptickets.nl
87,Stefanie,1,BE,5,Top!,Superformiweldigeindigfantakolosachtig!,2020-02-20 18:48:05+00:00,0,,-,cheaptickets.nl
88,Eva,1,NL,5,Clear website and helpfull…,Clear website and helpfull describtions! Also it has been made clear when something costs extra money and why you could purchase it. Overall pleasant experience,2020-02-20 15:57:49+00:00,0,,-,cheaptickets.nl
89,Ho Man,3,HK,1,My Case No. CHK-5329630,"My Case No. is CHK-5329630

Please response to my email sent on 5 Feb 2020 at 18:58 and 18 Feb 2020 at 02:15!

I sent an email, but no one reply and I tried the hotline many times but still no one answer. I am disappointed with your customer service.

I have talked to Hongkong Airlines. They offers free rebooking upon my booking. As a booking agent, it is your responsibility to help us to rebooking or a full refund if you can not make the rebooking for me.

I think it is not reasonable to put myself in enforced quarantine for 14 days in Taiwan for only a Trip for FOUR days. That is a common sense for everyone!    

I understand that it is a difficult situation for everyone, but it is NOT AN EXCUSE provide nearly ZERO customer services. This is a very DISAPPOINTING experience.

I hope the issue can be resolved in a professional manner asap.

I have made calls and sent email but no reply. I want to know about the rebooking/ refund arrangement. Please contact me ASAP!",2020-02-20 02:03:05+00:00,1,2020-02-20 20:48:32.571000+00:00,"Dear sir,​Thank you for your feedback. CheapTickets Hongkong where you made the booking will reply to your email.​regards,Monalisa",cheaptickets.nl
90,LEROY HUMPHREY,2,NL,5,good service and help,good service and help,2020-02-15 19:20:16+00:00,0,,-,cheaptickets.nl
